timestamp,plant,source,capacity_mw,output_mw,status
2025-01-03 17:00:00,Nalubaale,Hydro,180,109.29,Online
2025-01-03 18:00:00,Nalubaale,Hydro,180,109.1,Online
2025-01-03 19:00:00,Nalubaale,Hydro,180,109.72,Online
2025-01-03 20:00:00,Nalubaale,Hydro,180,113.5,Online
2025-01-03 21:00:00,Nalubaale,Hydro,180,99.88,Online
2025-01-03 22:00:00,Nalubaale,Hydro,180,113.58,Online
2025-01-03 23:00:00,Nalubaale,Hydro,180,115.02,Online
2025-01-04 00:00:00,Nalubaale,Hydro,180,109.65,Online
2025-01-04 01:00:00,Nalubaale,Hydro,180,109.75,Online
2025-01-04 02:00:00,Nalubaale,Hydro,180,106.18,Online
2025-01-04 03:00:00,Nalubaale,Hydro,180,107.24,Online
2025-01-04 04:00:00,Nalubaale,Hydro,180,110.21,Online
2025-01-04 05:00:00,Nalubaale,Hydro,180,109.93,Online
2025-01-04 06:00:00,Nalubaale,Hydro,180,110.31,Online
2025-01-04 07:00:00,Nalubaale,Hydro,180,109.9,Online
2025-01-04 08:00:00,Nalubaale,Hydro,180,111.07,Online
2025-01-04 09:00:00,Nalubaale,Hydro,180,110.59,Online
2025-01-04 10:00:00,Nalubaale,Hydro,180,102.82,Online
2025-01-04 11:00:00,Nalubaale,Hydro,180,110.78,Online
2025-01-04 12:00:00,Nalubaale,Hydro,180,115.19,Online
2025-01-04 13:00:00,Nalubaale,Hydro,180,107.1,Online
2025-01-04 14:00:00,Nalubaale,Hydro,180,113.65,Online
2025-01-04 15:00:00,Nalubaale,Hydro,180,103.28,Online
2025-01-04 16:00:00,Nalubaale,Hydro,180,107.09,Online
2025-01-04 17:00:00,Nalubaale,Hydro,180,104.47,Online
2025-01-04 18:00:00,Nalubaale,Hydro,180,113.13,Online
2025-01-04 19:00:00,Nalubaale,Hydro,180,114.25,Online
2025-01-04 20:00:00,Nalubaale,Hydro,180,106.79,Online
2025-01-04 21:00:00,Nalubaale,Hydro,180,112.24,Online
2025-01-04 22:00:00,Nalubaale,Hydro,180,114.29,Online
2025-01-04 23:00:00,Nalubaale,Hydro,180,107.07,Online
2025-01-05 00:00:00,Nalubaale,Hydro,180,107.83,Online
2025-01-05 01:00:00,Nalubaale,Hydro,180,110.42,Online
2025-01-05 02:00:00,Nalubaale,Hydro,180,103.65,Online
2025-01-05 03:00:00,Nalubaale,Hydro,180,107.74,Online
2025-01-05 04:00:00,Nalubaale,Hydro,180,116.46,Online
2025-01-05 05:00:00,Nalubaale,Hydro,180,105.12,Online
2025-01-05 06:00:00,Nalubaale,Hydro,180,110.93,Online
2025-01-05 07:00:00,Nalubaale,Hydro,180,109.52,Online
2025-01-05 08:00:00,Nalubaale,Hydro,180,106.57,Online
2025-01-05 09:00:00,Nalubaale,Hydro,180,108.22,Online
2025-01-05 10:00:00,Nalubaale,Hydro,180,114.79,Online
2025-01-05 11:00:00,Nalubaale,Hydro,180,109.64,Online
2025-01-05 12:00:00,Nalubaale,Hydro,180,110.31,Online
2025-01-05 13:00:00,Nalubaale,Hydro,180,114.14,Online
2025-01-05 14:00:00,Nalubaale,Hydro,180,106.03,Online
2025-01-05 15:00:00,Nalubaale,Hydro,180,102.78,Online
2025-01-05 16:00:00,Nalubaale,Hydro,180,114.86,Online
2025-01-05 17:00:00,Nalubaale,Hydro,180,107.85,Online
2025-01-05 18:00:00,Nalubaale,Hydro,180,111.1,Online
2025-01-05 19:00:00,Nalubaale,Hydro,180,104.0,Online
2025-01-05 20:00:00,Nalubaale,Hydro,180,108.94,Online
2025-01-05 21:00:00,Nalubaale,Hydro,180,102.56,Online
2025-01-05 22:00:00,Nalubaale,Hydro,180,107.54,Online
2025-01-05 23:00:00,Nalubaale,Hydro,180,104.49,Online
2025-01-06 00:00:00,Nalubaale,Hydro,180,103.57,Online
2025-01-06 01:00:00,Nalubaale,Hydro,180,106.04,Online
2025-01-06 02:00:00,Nalubaale,Hydro,180,97.49,Online
2025-01-06 03:00:00,Nalubaale,Hydro,180,102.36,Online
2025-01-06 04:00:00,Nalubaale,Hydro,180,110.7,Online
2025-01-06 05:00:00,Nalubaale,Hydro,180,108.83,Online
2025-01-06 06:00:00,Nalubaale,Hydro,180,102.73,Online
2025-01-06 07:00:00,Nalubaale,Hydro,180,109.69,Online
2025-01-06 08:00:00,Nalubaale,Hydro,180,103.57,Online
2025-01-06 09:00:00,Nalubaale,Hydro,180,110.44,Online
2025-01-06 10:00:00,Nalubaale,Hydro,180,106.84,Online
2025-01-06 11:00:00,Nalubaale,Hydro,180,105.95,Online
2025-01-06 12:00:00,Nalubaale,Hydro,180,106.95,Online
2025-01-06 13:00:00,Nalubaale,Hydro,180,118.33,Online
2025-01-06 14:00:00,Nalubaale,Hydro,180,104.08,Online
2025-01-06 15:00:00,Nalubaale,Hydro,180,108.31,Online
2025-01-06 16:00:00,Nalubaale,Hydro,180,110.7,Online
2025-01-06 17:00:00,Nalubaale,Hydro,180,103.21,Online
2025-01-06 18:00:00,Nalubaale,Hydro,180,100.5,Online
2025-01-06 19:00:00,Nalubaale,Hydro,180,104.76,Online
2025-01-06 20:00:00,Nalubaale,Hydro,180,110.6,Online
2025-01-06 21:00:00,Nalubaale,Hydro,180,105.87,Online
2025-01-06 22:00:00,Nalubaale,Hydro,180,106.35,Online
2025-01-06 23:00:00,Nalubaale,Hydro,180,111.25,Online
2025-01-07 00:00:00,Nalubaale,Hydro,180,103.99,Online
2025-01-07 01:00:00,Nalubaale,Hydro,180,107.07,Online
2025-01-07 02:00:00,Nalubaale,Hydro,180,100.95,Online
2025-01-07 03:00:00,Nalubaale,Hydro,180,108.83,Online
2025-01-07 04:00:00,Nalubaale,Hydro,180,108.44,Online
2025-01-07 05:00:00,Nalubaale,Hydro,180,110.87,Online
2025-01-07 06:00:00,Nalubaale,Hydro,180,102.53,Online
2025-01-07 07:00:00,Nalubaale,Hydro,180,106.63,Online
2025-01-07 08:00:00,Nalubaale,Hydro,180,101.96,Online
2025-01-07 09:00:00,Nalubaale,Hydro,180,106.4,Online
2025-01-07 10:00:00,Nalubaale,Hydro,180,113.82,Online
2025-01-07 11:00:00,Nalubaale,Hydro,180,106.07,Online
2025-01-07 12:00:00,Nalubaale,Hydro,180,101.58,Online
2025-01-07 13:00:00,Nalubaale,Hydro,180,104.53,Online
2025-01-07 14:00:00,Nalubaale,Hydro,180,100.53,Online
2025-01-07 15:00:00,Nalubaale,Hydro,180,101.88,Online
2025-01-07 16:00:00,Nalubaale,Hydro,180,110.34,Online
2025-01-07 17:00:00,Nalubaale,Hydro,180,101.24,Online
2025-01-07 18:00:00,Nalubaale,Hydro,180,108.8,Online
2025-01-07 19:00:00,Nalubaale,Hydro,180,107.56,Online
2025-01-07 20:00:00,Nalubaale,Hydro,180,105.17,Online
2025-01-07 21:00:00,Nalubaale,Hydro,180,108.43,Online
2025-01-07 22:00:00,Nalubaale,Hydro,180,103.42,Online
2025-01-07 23:00:00,Nalubaale,Hydro,180,111.07,Online
2025-01-08 00:00:00,Nalubaale,Hydro,180,104.55,Online
2025-01-08 01:00:00,Nalubaale,Hydro,180,105.9,Online
2025-01-08 02:00:00,Nalubaale,Hydro,180,105.38,Online
2025-01-08 03:00:00,Nalubaale,Hydro,180,110.52,Online
2025-01-08 04:00:00,Nalubaale,Hydro,180,109.9,Online
2025-01-08 05:00:00,Nalubaale,Hydro,180,96.28,Online
2025-01-08 06:00:00,Nalubaale,Hydro,180,108.65,Online
2025-01-08 07:00:00,Nalubaale,Hydro,180,100.05,Online
2025-01-08 08:00:00,Nalubaale,Hydro,180,106.09,Online
2025-01-08 09:00:00,Nalubaale,Hydro,180,107.09,Online
2025-01-08 10:00:00,Nalubaale,Hydro,180,106.04,Online
2025-01-08 11:00:00,Nalubaale,Hydro,180,109.71,Online
2025-01-08 12:00:00,Nalubaale,Hydro,180,110.66,Online
2025-01-08 13:00:00,Nalubaale,Hydro,180,104.23,Online
2025-01-08 14:00:00,Nalubaale,Hydro,180,104.07,Online
2025-01-08 15:00:00,Nalubaale,Hydro,180,107.4,Online
2025-01-08 16:00:00,Nalubaale,Hydro,180,100.92,Online
2025-01-08 17:00:00,Nalubaale,Hydro,180,105.51,Online
2025-01-08 18:00:00,Nalubaale,Hydro,180,113.36,Online
2025-01-08 19:00:00,Nalubaale,Hydro,180,101.08,Online
2025-01-08 20:00:00,Nalubaale,Hydro,180,106.09,Online
2025-01-08 21:00:00,Nalubaale,Hydro,180,105.01,Online
2025-01-08 22:00:00,Nalubaale,Hydro,180,116.18,Online
2025-01-08 23:00:00,Nalubaale,Hydro,180,105.24,Online
2025-01-09 00:00:00,Nalubaale,Hydro,180,105.61,Online
2025-01-09 01:00:00,Nalubaale,Hydro,180,103.23,Online
2025-01-09 02:00:00,Nalubaale,Hydro,180,107.71,Online
2025-01-09 03:00:00,Nalubaale,Hydro,180,108.84,Online
2025-01-09 04:00:00,Nalubaale,Hydro,180,103.86,Online
2025-01-09 05:00:00,Nalubaale,Hydro,180,111.93,Online
2025-01-09 06:00:00,Nalubaale,Hydro,180,108.84,Online
2025-01-09 07:00:00,Nalubaale,Hydro,180,111.34,Online
2025-01-09 08:00:00,Nalubaale,Hydro,180,106.26,Online
2025-01-09 09:00:00,Nalubaale,Hydro,180,108.72,Online
2025-01-09 10:00:00,Nalubaale,Hydro,180,106.76,Online
2025-01-09 11:00:00,Nalubaale,Hydro,180,113.95,Online
2025-01-09 12:00:00,Nalubaale,Hydro,180,108.17,Online
2025-01-09 13:00:00,Nalubaale,Hydro,180,107.71,Online
2025-01-09 14:00:00,Nalubaale,Hydro,180,105.7,Online
2025-01-09 15:00:00,Nalubaale,Hydro,180,105.45,Online
2025-01-09 16:00:00,Nalubaale,Hydro,180,108.7,Online
2025-01-09 17:00:00,Nalubaale,Hydro,180,111.2,Online
2025-01-09 18:00:00,Nalubaale,Hydro,180,104.72,Online
2025-01-09 19:00:00,Nalubaale,Hydro,180,108.22,Online
2025-01-09 20:00:00,Nalubaale,Hydro,180,108.47,Online
2025-01-09 21:00:00,Nalubaale,Hydro,180,109.22,Online
2025-01-09 22:00:00,Nalubaale,Hydro,180,100.32,Online
2025-01-09 23:00:00,Nalubaale,Hydro,180,103.69,Online
2025-01-10 00:00:00,Nalubaale,Hydro,180,101.88,Online
2025-01-10 01:00:00,Nalubaale,Hydro,180,107.91,Online
2025-01-10 02:00:00,Nalubaale,Hydro,180,103.89,Online
2025-01-10 03:00:00,Nalubaale,Hydro,180,105.63,Online
2025-01-10 04:00:00,Nalubaale,Hydro,180,102.62,Online
2025-01-10 05:00:00,Nalubaale,Hydro,180,106.03,Online
2025-01-10 06:00:00,Nalubaale,Hydro,180,102.92,Online
2025-01-10 07:00:00,Nalubaale,Hydro,180,111.04,Online
2025-01-10 08:00:00,Nalubaale,Hydro,180,109.84,Online
2025-01-10 09:00:00,Nalubaale,Hydro,180,108.42,Online
2025-01-10 10:00:00,Nalubaale,Hydro,180,106.47,Online
2025-01-10 11:00:00,Nalubaale,Hydro,180,98.99,Online
2025-01-10 12:00:00,Nalubaale,Hydro,180,105.8,Online
2025-01-10 13:00:00,Nalubaale,Hydro,180,104.49,Online
2025-01-10 14:00:00,Nalubaale,Hydro,180,108.84,Online
2025-01-10 15:00:00,Nalubaale,Hydro,180,110.44,Online
2025-01-10 16:00:00,Nalubaale,Hydro,180,109.17,Online
2025-01-10 17:00:00,Nalubaale,Hydro,180,113.21,Online
2025-01-10 18:00:00,Nalubaale,Hydro,180,105.32,Online
2025-01-10 19:00:00,Nalubaale,Hydro,180,105.14,Online
2025-01-10 20:00:00,Nalubaale,Hydro,180,112.24,Online
2025-01-10 21:00:00,Nalubaale,Hydro,180,108.49,Online
2025-01-10 22:00:00,Nalubaale,Hydro,180,106.71,Online
2025-01-10 23:00:00,Nalubaale,Hydro,180,115.73,Online
2025-01-11 00:00:00,Nalubaale,Hydro,180,110.41,Online
2025-01-11 01:00:00,Nalubaale,Hydro,180,107.09,Online
2025-01-11 02:00:00,Nalubaale,Hydro,180,104.95,Online
2025-01-11 03:00:00,Nalubaale,Hydro,180,113.64,Online
2025-01-11 04:00:00,Nalubaale,Hydro,180,108.81,Online
2025-01-11 05:00:00,Nalubaale,Hydro,180,108.02,Online
2025-01-11 06:00:00,Nalubaale,Hydro,180,110.83,Online
2025-01-11 07:00:00,Nalubaale,Hydro,180,111.71,Online
2025-01-11 08:00:00,Nalubaale,Hydro,180,110.29,Online
2025-01-11 09:00:00,Nalubaale,Hydro,180,111.73,Online
2025-01-11 10:00:00,Nalubaale,Hydro,180,109.86,Online
2025-01-11 11:00:00,Nalubaale,Hydro,180,110.31,Online
2025-01-11 12:00:00,Nalubaale,Hydro,180,104.76,Online
2025-01-11 13:00:00,Nalubaale,Hydro,180,115.73,Online
2025-01-11 14:00:00,Nalubaale,Hydro,180,102.59,Online
2025-01-11 15:00:00,Nalubaale,Hydro,180,109.25,Online
2025-01-11 16:00:00,Nalubaale,Hydro,180,102.14,Online
2025-01-11 17:00:00,Nalubaale,Hydro,180,107.49,Online
2025-01-11 18:00:00,Nalubaale,Hydro,180,105.45,Online
2025-01-11 19:00:00,Nalubaale,Hydro,180,108.5,Online
2025-01-11 20:00:00,Nalubaale,Hydro,180,109.39,Online
2025-01-11 21:00:00,Nalubaale,Hydro,180,103.79,Online
2025-01-11 22:00:00,Nalubaale,Hydro,180,107.79,Online
2025-01-11 23:00:00,Nalubaale,Hydro,180,113.93,Online
2025-01-12 00:00:00,Nalubaale,Hydro,180,102.39,Online
2025-01-12 01:00:00,Nalubaale,Hydro,180,104.37,Online
2025-01-12 02:00:00,Nalubaale,Hydro,180,111.78,Online
2025-01-12 03:00:00,Nalubaale,Hydro,180,108.39,Online
2025-01-12 04:00:00,Nalubaale,Hydro,180,108.71,Online
2025-01-12 05:00:00,Nalubaale,Hydro,180,112.48,Online
2025-01-12 06:00:00,Nalubaale,Hydro,180,104.63,Online
2025-01-12 07:00:00,Nalubaale,Hydro,180,105.81,Online
2025-01-12 08:00:00,Nalubaale,Hydro,180,105.28,Online
2025-01-12 09:00:00,Nalubaale,Hydro,180,106.55,Online
2025-01-12 10:00:00,Nalubaale,Hydro,180,113.85,Online
2025-01-12 11:00:00,Nalubaale,Hydro,180,100.71,Online
2025-01-12 12:00:00,Nalubaale,Hydro,180,102.9,Online
2025-01-12 13:00:00,Nalubaale,Hydro,180,102.16,Online
2025-01-12 14:00:00,Nalubaale,Hydro,180,114.12,Online
2025-01-12 15:00:00,Nalubaale,Hydro,180,105.4,Online
2025-01-12 16:00:00,Nalubaale,Hydro,180,106.65,Online
2025-01-12 17:00:00,Nalubaale,Hydro,180,101.08,Online
2025-01-12 18:00:00,Nalubaale,Hydro,180,106.92,Online
2025-01-12 19:00:00,Nalubaale,Hydro,180,111.8,Online
2025-01-12 20:00:00,Nalubaale,Hydro,180,109.15,Online
2025-01-12 21:00:00,Nalubaale,Hydro,180,107.59,Online
2025-01-12 22:00:00,Nalubaale,Hydro,180,101.3,Online
2025-01-12 23:00:00,Nalubaale,Hydro,180,106.64,Online
2025-01-13 00:00:00,Nalubaale,Hydro,180,108.82,Online
2025-01-13 01:00:00,Nalubaale,Hydro,180,103.9,Online
2025-01-13 02:00:00,Nalubaale,Hydro,180,111.02,Online
2025-01-13 03:00:00,Nalubaale,Hydro,180,112.02,Online
2025-01-13 04:00:00,Nalubaale,Hydro,180,105.9,Online
2025-01-13 05:00:00,Nalubaale,Hydro,180,111.33,Online
2025-01-13 06:00:00,Nalubaale,Hydro,180,107.71,Online
2025-01-13 07:00:00,Nalubaale,Hydro,180,113.15,Online
2025-01-13 08:00:00,Nalubaale,Hydro,180,116.99,Online
2025-01-13 09:00:00,Nalubaale,Hydro,180,103.46,Online
2025-01-13 10:00:00,Nalubaale,Hydro,180,111.52,Online
2025-01-13 11:00:00,Nalubaale,Hydro,180,113.84,Online
2025-01-13 12:00:00,Nalubaale,Hydro,180,103.99,Online
2025-01-13 13:00:00,Nalubaale,Hydro,180,105.7,Online
2025-01-13 14:00:00,Nalubaale,Hydro,180,105.65,Online
2025-01-13 15:00:00,Nalubaale,Hydro,180,107.61,Online
2025-01-13 16:00:00,Nalubaale,Hydro,180,106.65,Online
2025-01-13 17:00:00,Nalubaale,Hydro,180,107.33,Online
2025-01-13 18:00:00,Nalubaale,Hydro,180,111.82,Online
2025-01-13 19:00:00,Nalubaale,Hydro,180,99.98,Online
2025-01-13 20:00:00,Nalubaale,Hydro,180,103.97,Online
2025-01-13 21:00:00,Nalubaale,Hydro,180,111.09,Online
2025-01-13 22:00:00,Nalubaale,Hydro,180,110.58,Online
2025-01-13 23:00:00,Nalubaale,Hydro,180,103.61,Online
2025-01-14 00:00:00,Nalubaale,Hydro,180,110.77,Online
2025-01-14 01:00:00,Nalubaale,Hydro,180,114.1,Online
2025-01-14 02:00:00,Nalubaale,Hydro,180,108.14,Online
2025-01-14 03:00:00,Nalubaale,Hydro,180,103.98,Online
2025-01-14 04:00:00,Nalubaale,Hydro,180,112.14,Online
2025-01-14 05:00:00,Nalubaale,Hydro,180,115.82,Online
2025-01-14 06:00:00,Nalubaale,Hydro,180,104.51,Online
2025-01-14 07:00:00,Nalubaale,Hydro,180,108.52,Online
2025-01-14 08:00:00,Nalubaale,Hydro,180,113.07,Online
2025-01-14 09:00:00,Nalubaale,Hydro,180,108.85,Online
2025-01-14 10:00:00,Nalubaale,Hydro,180,100.78,Online
2025-01-14 11:00:00,Nalubaale,Hydro,180,110.27,Online
2025-01-14 12:00:00,Nalubaale,Hydro,180,104.11,Online
2025-01-14 13:00:00,Nalubaale,Hydro,180,102.84,Online
2025-01-14 14:00:00,Nalubaale,Hydro,180,100.86,Online
2025-01-14 15:00:00,Nalubaale,Hydro,180,113.51,Online
2025-01-14 16:00:00,Nalubaale,Hydro,180,104.73,Online
2025-01-14 17:00:00,Nalubaale,Hydro,180,109.79,Online
2025-01-14 18:00:00,Nalubaale,Hydro,180,110.86,Online
2025-01-14 19:00:00,Nalubaale,Hydro,180,109.05,Online
2025-01-14 20:00:00,Nalubaale,Hydro,180,109.63,Online
2025-01-14 21:00:00,Nalubaale,Hydro,180,110.0,Online
2025-01-14 22:00:00,Nalubaale,Hydro,180,108.95,Online
2025-01-14 23:00:00,Nalubaale,Hydro,180,105.05,Online
2025-01-15 00:00:00,Nalubaale,Hydro,180,104.81,Online
2025-01-15 01:00:00,Nalubaale,Hydro,180,108.04,Online
2025-01-15 02:00:00,Nalubaale,Hydro,180,107.95,Online
2025-01-15 03:00:00,Nalubaale,Hydro,180,110.36,Online
2025-01-15 04:00:00,Nalubaale,Hydro,180,113.27,Online
2025-01-15 05:00:00,Nalubaale,Hydro,180,109.99,Online
2025-01-15 06:00:00,Nalubaale,Hydro,180,104.97,Online
2025-01-15 07:00:00,Nalubaale,Hydro,180,99.03,Online
2025-01-15 08:00:00,Nalubaale,Hydro,180,105.16,Online
2025-01-15 09:00:00,Nalubaale,Hydro,180,102.66,Online
2025-01-15 10:00:00,Nalubaale,Hydro,180,105.32,Online
2025-01-15 11:00:00,Nalubaale,Hydro,180,109.54,Online
2025-01-15 12:00:00,Nalubaale,Hydro,180,108.86,Online
2025-01-15 13:00:00,Nalubaale,Hydro,180,116.56,Online
2025-01-15 14:00:00,Nalubaale,Hydro,180,110.59,Online
2025-01-15 15:00:00,Nalubaale,Hydro,180,116.78,Online
2025-01-15 16:00:00,Nalubaale,Hydro,180,111.6,Online
2025-01-15 17:00:00,Nalubaale,Hydro,180,113.2,Online
2025-01-15 18:00:00,Nalubaale,Hydro,180,106.94,Online
2025-01-15 19:00:00,Nalubaale,Hydro,180,103.83,Online
2025-01-15 20:00:00,Nalubaale,Hydro,180,106.54,Online
2025-01-15 21:00:00,Nalubaale,Hydro,180,108.44,Online
2025-01-15 22:00:00,Nalubaale,Hydro,180,105.77,Online
2025-01-15 23:00:00,Nalubaale,Hydro,180,104.15,Online
2025-01-16 00:00:00,Nalubaale,Hydro,180,110.42,Online
2025-01-16 01:00:00,Nalubaale,Hydro,180,104.24,Online
2025-01-16 02:00:00,Nalubaale,Hydro,180,101.95,Online
2025-01-16 03:00:00,Nalubaale,Hydro,180,103.73,Online
2025-01-16 04:00:00,Nalubaale,Hydro,180,107.59,Online
2025-01-16 05:00:00,Nalubaale,Hydro,180,104.3,Online
2025-01-16 06:00:00,Nalubaale,Hydro,180,107.62,Online
2025-01-16 07:00:00,Nalubaale,Hydro,180,111.22,Online
2025-01-16 08:00:00,Nalubaale,Hydro,180,111.1,Online
2025-01-16 09:00:00,Nalubaale,Hydro,180,105.74,Online
2025-01-16 10:00:00,Nalubaale,Hydro,180,102.94,Online
2025-01-16 11:00:00,Nalubaale,Hydro,180,106.11,Online
2025-01-16 12:00:00,Nalubaale,Hydro,180,111.46,Online
2025-01-16 13:00:00,Nalubaale,Hydro,180,112.47,Online
2025-01-16 14:00:00,Nalubaale,Hydro,180,110.14,Online
2025-01-16 15:00:00,Nalubaale,Hydro,180,113.83,Online
2025-01-16 16:00:00,Nalubaale,Hydro,180,116.12,Online
2025-01-16 17:00:00,Nalubaale,Hydro,180,106.51,Online
2025-01-16 18:00:00,Nalubaale,Hydro,180,115.07,Online
2025-01-16 19:00:00,Nalubaale,Hydro,180,107.48,Online
2025-01-16 20:00:00,Nalubaale,Hydro,180,113.04,Online
2025-01-16 21:00:00,Nalubaale,Hydro,180,111.69,Online
2025-01-16 22:00:00,Nalubaale,Hydro,180,100.02,Online
2025-01-16 23:00:00,Nalubaale,Hydro,180,104.41,Online
2025-01-17 00:00:00,Nalubaale,Hydro,180,103.44,Online
2025-01-17 01:00:00,Nalubaale,Hydro,180,101.0,Online
2025-01-17 02:00:00,Nalubaale,Hydro,180,112.58,Online
2025-01-17 03:00:00,Nalubaale,Hydro,180,117.76,Online
2025-01-17 04:00:00,Nalubaale,Hydro,180,107.63,Online
2025-01-17 05:00:00,Nalubaale,Hydro,180,112.47,Online
2025-01-17 06:00:00,Nalubaale,Hydro,180,115.21,Online
2025-01-17 07:00:00,Nalubaale,Hydro,180,109.66,Online
2025-01-17 08:00:00,Nalubaale,Hydro,180,108.65,Online
2025-01-17 09:00:00,Nalubaale,Hydro,180,107.69,Online
2025-01-17 10:00:00,Nalubaale,Hydro,180,111.09,Online
2025-01-17 11:00:00,Nalubaale,Hydro,180,112.56,Online
2025-01-17 12:00:00,Nalubaale,Hydro,180,110.76,Online
2025-01-17 13:00:00,Nalubaale,Hydro,180,110.62,Online
2025-01-17 14:00:00,Nalubaale,Hydro,180,108.53,Online
2025-01-17 15:00:00,Nalubaale,Hydro,180,101.83,Online
2025-01-17 16:00:00,Nalubaale,Hydro,180,112.66,Online
2025-01-17 17:00:00,Nalubaale,Hydro,180,103.17,Online
2025-01-17 18:00:00,Nalubaale,Hydro,180,111.45,Online
2025-01-17 19:00:00,Nalubaale,Hydro,180,112.04,Online
2025-01-17 20:00:00,Nalubaale,Hydro,180,103.79,Online
2025-01-17 21:00:00,Nalubaale,Hydro,180,106.11,Online
2025-01-17 22:00:00,Nalubaale,Hydro,180,117.98,Online
2025-01-17 23:00:00,Nalubaale,Hydro,180,108.41,Online
2025-01-18 00:00:00,Nalubaale,Hydro,180,103.56,Online
2025-01-18 01:00:00,Nalubaale,Hydro,180,112.36,Online
