timestamp,region,lat,lon,demand_mw,transmission_loss_pct,frequency_hz
2025-01-03 10:00:00,Kampala Metro,0.3476,32.5825,317.32,7.66,49.964
2025-01-03 11:00:00,Kampala Metro,0.3476,32.5825,330.69,7.61,50.027
2025-01-03 12:00:00,Kampala Metro,0.3476,32.5825,303.72,8.71,49.982
2025-01-03 13:00:00,Kampala Metro,0.3476,32.5825,303.78,6.69,50.015
2025-01-03 14:00:00,Kampala Metro,0.3476,32.5825,311.79,7.55,50.032
2025-01-03 15:00:00,Kampala Metro,0.3476,32.5825,275.95,6.12,49.948
2025-01-03 16:00:00,Kampala Metro,0.3476,32.5825,307.78,7.24,50.04
2025-01-03 17:00:00,Kampala Metro,0.3476,32.5825,343.61,5.77,49.996
2025-01-03 18:00:00,Kampala Metro,0.3476,32.5825,377.31,7.79,50.01
2025-01-03 19:00:00,Kampala Metro,0.3476,32.5825,376.02,9.13,49.852
2025-01-03 20:00:00,Kampala Metro,0.3476,32.5825,370.01,8.34,50.024
2025-01-03 21:00:00,Kampala Metro,0.3476,32.5825,379.31,6.92,49.996
2025-01-03 22:00:00,Kampala Metro,0.3476,32.5825,287.26,8.29,49.987
2025-01-03 23:00:00,Kampala Metro,0.3476,32.5825,247.53,5.83,49.989
2025-01-04 00:00:00,Kampala Metro,0.3476,32.5825,206.13,7.77,49.986
2025-01-04 01:00:00,Kampala Metro,0.3476,32.5825,190.14,9.87,50.032
2025-01-04 02:00:00,Kampala Metro,0.3476,32.5825,190.64,7.76,50.013
2025-01-04 03:00:00,Kampala Metro,0.3476,32.5825,189.26,7.06,50.005
2025-01-04 04:00:00,Kampala Metro,0.3476,32.5825,188.96,7.0,49.995
2025-01-04 05:00:00,Kampala Metro,0.3476,32.5825,216.29,7.61,50.018
2025-01-04 06:00:00,Kampala Metro,0.3476,32.5825,260.15,7.28,49.953
2025-01-04 07:00:00,Kampala Metro,0.3476,32.5825,289.32,6.85,50.047
2025-01-04 08:00:00,Kampala Metro,0.3476,32.5825,312.79,7.17,49.993
2025-01-04 09:00:00,Kampala Metro,0.3476,32.5825,339.2,5.66,49.976
2025-01-04 10:00:00,Kampala Metro,0.3476,32.5825,296.9,8.06,50.029
2025-01-04 11:00:00,Kampala Metro,0.3476,32.5825,301.65,8.4,50.028
2025-01-04 12:00:00,Kampala Metro,0.3476,32.5825,294.13,8.02,49.998
2025-01-04 13:00:00,Kampala Metro,0.3476,32.5825,282.33,6.97,50.033
2025-01-04 14:00:00,Kampala Metro,0.3476,32.5825,281.11,7.68,50.025
2025-01-04 15:00:00,Kampala Metro,0.3476,32.5825,277.14,7.73,50.009
2025-01-04 16:00:00,Kampala Metro,0.3476,32.5825,302.62,7.02,49.959
2025-01-04 17:00:00,Kampala Metro,0.3476,32.5825,301.08,8.47,50.003
2025-01-04 18:00:00,Kampala Metro,0.3476,32.5825,371.98,8.16,50.0
2025-01-04 19:00:00,Kampala Metro,0.3476,32.5825,381.25,8.32,49.994
2025-01-04 20:00:00,Kampala Metro,0.3476,32.5825,349.08,7.65,49.991
2025-01-04 21:00:00,Kampala Metro,0.3476,32.5825,320.26,5.82,50.019
2025-01-04 22:00:00,Kampala Metro,0.3476,32.5825,293.58,5.1,49.969
2025-01-04 23:00:00,Kampala Metro,0.3476,32.5825,239.05,6.83,50.03
2025-01-05 00:00:00,Kampala Metro,0.3476,32.5825,210.84,6.5,49.999
2025-01-05 01:00:00,Kampala Metro,0.3476,32.5825,188.72,7.27,49.979
2025-01-05 02:00:00,Kampala Metro,0.3476,32.5825,169.46,6.19,49.993
2025-01-05 03:00:00,Kampala Metro,0.3476,32.5825,185.42,6.19,50.005
2025-01-05 04:00:00,Kampala Metro,0.3476,32.5825,190.69,5.3,50.036
2025-01-05 05:00:00,Kampala Metro,0.3476,32.5825,207.47,5.95,50.018
2025-01-05 06:00:00,Kampala Metro,0.3476,32.5825,275.3,6.89,50.03
2025-01-05 07:00:00,Kampala Metro,0.3476,32.5825,307.1,6.74,49.998
2025-01-05 08:00:00,Kampala Metro,0.3476,32.5825,339.28,8.38,49.995
2025-01-05 09:00:00,Kampala Metro,0.3476,32.5825,307.81,7.01,50.046
2025-01-05 10:00:00,Kampala Metro,0.3476,32.5825,293.05,5.73,49.997
2025-01-05 11:00:00,Kampala Metro,0.3476,32.5825,287.1,7.05,49.986
2025-01-05 12:00:00,Kampala Metro,0.3476,32.5825,284.39,7.81,49.984
2025-01-05 13:00:00,Kampala Metro,0.3476,32.5825,281.16,4.97,50.007
2025-01-05 14:00:00,Kampala Metro,0.3476,32.5825,276.0,8.55,49.973
2025-01-05 15:00:00,Kampala Metro,0.3476,32.5825,279.28,7.76,50.005
2025-01-05 16:00:00,Kampala Metro,0.3476,32.5825,274.67,8.74,50.004
2025-01-05 17:00:00,Kampala Metro,0.3476,32.5825,305.24,7.81,50.015
2025-01-05 18:00:00,Kampala Metro,0.3476,32.5825,380.2,6.91,49.956
2025-01-05 19:00:00,Kampala Metro,0.3476,32.5825,352.98,7.28,49.95
2025-01-05 20:00:00,Kampala Metro,0.3476,32.5825,366.96,6.86,49.989
2025-01-05 21:00:00,Kampala Metro,0.3476,32.5825,324.48,8.17,49.997
2025-01-05 22:00:00,Kampala Metro,0.3476,32.5825,283.95,6.56,49.972
2025-01-05 23:00:00,Kampala Metro,0.3476,32.5825,224.61,7.68,49.966
2025-01-06 00:00:00,Kampala Metro,0.3476,32.5825,228.67,8.51,50.011
2025-01-06 01:00:00,Kampala Metro,0.3476,32.5825,209.85,7.59,49.992
2025-01-06 02:00:00,Kampala Metro,0.3476,32.5825,210.09,7.44,50.02
2025-01-06 03:00:00,Kampala Metro,0.3476,32.5825,211.88,7.78,49.966
2025-01-06 04:00:00,Kampala Metro,0.3476,32.5825,210.66,6.68,49.997
2025-01-06 05:00:00,Kampala Metro,0.3476,32.5825,239.46,5.19,50.042
2025-01-06 06:00:00,Kampala Metro,0.3476,32.5825,265.65,6.37,49.993
2025-01-06 07:00:00,Kampala Metro,0.3476,32.5825,324.43,6.58,49.985
2025-01-06 08:00:00,Kampala Metro,0.3476,32.5825,367.61,7.7,50.023
2025-01-06 09:00:00,Kampala Metro,0.3476,32.5825,337.59,6.46,50.03
2025-01-06 10:00:00,Kampala Metro,0.3476,32.5825,323.59,6.59,49.984
2025-01-06 11:00:00,Kampala Metro,0.3476,32.5825,306.93,8.12,49.986
2025-01-06 12:00:00,Kampala Metro,0.3476,32.5825,308.14,7.76,50.022
2025-01-06 13:00:00,Kampala Metro,0.3476,32.5825,285.52,8.57,50.008
2025-01-06 14:00:00,Kampala Metro,0.3476,32.5825,301.5,7.27,50.008
2025-01-06 15:00:00,Kampala Metro,0.3476,32.5825,321.57,5.84,50.006
2025-01-06 16:00:00,Kampala Metro,0.3476,32.5825,307.32,9.51,49.999
2025-01-06 17:00:00,Kampala Metro,0.3476,32.5825,341.4,7.98,50.025
2025-01-06 18:00:00,Kampala Metro,0.3476,32.5825,344.64,6.78,50.034
2025-01-06 19:00:00,Kampala Metro,0.3476,32.5825,356.57,8.24,49.974
2025-01-06 20:00:00,Kampala Metro,0.3476,32.5825,365.49,7.57,50.02
2025-01-06 21:00:00,Kampala Metro,0.3476,32.5825,372.68,8.59,49.999
2025-01-06 22:00:00,Kampala Metro,0.3476,32.5825,312.56,7.61,49.968
2025-01-06 23:00:00,Kampala Metro,0.3476,32.5825,248.25,6.95,49.977
2025-01-07 00:00:00,Kampala Metro,0.3476,32.5825,229.6,7.67,49.99
2025-01-07 01:00:00,Kampala Metro,0.3476,32.5825,203.61,8.37,50.026
2025-01-07 02:00:00,Kampala Metro,0.3476,32.5825,206.08,6.6,49.974
2025-01-07 03:00:00,Kampala Metro,0.3476,32.5825,199.45,7.45,49.955
2025-01-07 04:00:00,Kampala Metro,0.3476,32.5825,214.31,6.19,49.993
2025-01-07 05:00:00,Kampala Metro,0.3476,32.5825,222.21,7.88,49.988
2025-01-07 06:00:00,Kampala Metro,0.3476,32.5825,281.18,7.45,50.027
2025-01-07 07:00:00,Kampala Metro,0.3476,32.5825,341.83,8.03,50.006
2025-01-07 08:00:00,Kampala Metro,0.3476,32.5825,352.7,8.4,50.018
2025-01-07 09:00:00,Kampala Metro,0.3476,32.5825,352.79,6.73,49.99
2025-01-07 10:00:00,Kampala Metro,0.3476,32.5825,341.69,7.58,49.97
2025-01-07 11:00:00,Kampala Metro,0.3476,32.5825,318.84,7.63,50.033
2025-01-07 12:00:00,Kampala Metro,0.3476,32.5825,291.04,6.75,49.985
2025-01-07 13:00:00,Kampala Metro,0.3476,32.5825,315.15,6.4,50.016
2025-01-07 14:00:00,Kampala Metro,0.3476,32.5825,303.8,8.92,49.991
2025-01-07 15:00:00,Kampala Metro,0.3476,32.5825,308.43,6.98,50.016
2025-01-07 16:00:00,Kampala Metro,0.3476,32.5825,306.07,6.97,50.008
2025-01-07 17:00:00,Kampala Metro,0.3476,32.5825,332.2,7.14,50.003
2025-01-07 18:00:00,Kampala Metro,0.3476,32.5825,372.25,7.9,49.999
2025-01-07 19:00:00,Kampala Metro,0.3476,32.5825,394.37,6.92,49.812
2025-01-07 20:00:00,Kampala Metro,0.3476,32.5825,388.97,6.61,49.67
2025-01-07 21:00:00,Kampala Metro,0.3476,32.5825,365.39,7.55,50.007
2025-01-07 22:00:00,Kampala Metro,0.3476,32.5825,298.6,8.1,50.029
2025-01-07 23:00:00,Kampala Metro,0.3476,32.5825,252.11,7.85,49.999
2025-01-08 00:00:00,Kampala Metro,0.3476,32.5825,246.3,6.8,49.992
2025-01-08 01:00:00,Kampala Metro,0.3476,32.5825,212.4,6.33,50.007
2025-01-08 02:00:00,Kampala Metro,0.3476,32.5825,210.53,6.45,50.024
2025-01-08 03:00:00,Kampala Metro,0.3476,32.5825,194.86,7.75,49.993
2025-01-08 04:00:00,Kampala Metro,0.3476,32.5825,207.86,7.95,49.963
2025-01-08 05:00:00,Kampala Metro,0.3476,32.5825,210.82,6.93,50.004
2025-01-08 06:00:00,Kampala Metro,0.3476,32.5825,255.08,6.87,50.009
2025-01-08 07:00:00,Kampala Metro,0.3476,32.5825,308.37,6.21,50.004
2025-01-08 08:00:00,Kampala Metro,0.3476,32.5825,341.09,7.35,49.988
2025-01-08 09:00:00,Kampala Metro,0.3476,32.5825,360.66,8.1,50.008
2025-01-08 10:00:00,Kampala Metro,0.3476,32.5825,317.21,6.74,49.994
2025-01-08 11:00:00,Kampala Metro,0.3476,32.5825,323.37,8.47,49.989
2025-01-08 12:00:00,Kampala Metro,0.3476,32.5825,308.1,6.37,49.993
2025-01-08 13:00:00,Kampala Metro,0.3476,32.5825,314.53,6.62,50.004
2025-01-08 14:00:00,Kampala Metro,0.3476,32.5825,281.43,7.26,50.007
2025-01-08 15:00:00,Kampala Metro,0.3476,32.5825,296.9,7.57,49.987
2025-01-08 16:00:00,Kampala Metro,0.3476,32.5825,309.55,7.17,50.005
2025-01-08 17:00:00,Kampala Metro,0.3476,32.5825,342.91,7.68,50.01
2025-01-08 18:00:00,Kampala Metro,0.3476,32.5825,367.6,7.64,50.014
2025-01-08 19:00:00,Kampala Metro,0.3476,32.5825,416.92,8.6,50.012
2025-01-08 20:00:00,Kampala Metro,0.3476,32.5825,403.99,7.49,50.001
2025-01-08 21:00:00,Kampala Metro,0.3476,32.5825,355.46,7.09,50.017
2025-01-08 22:00:00,Kampala Metro,0.3476,32.5825,293.57,7.82,50.05
2025-01-08 23:00:00,Kampala Metro,0.3476,32.5825,259.17,5.64,50.026
2025-01-09 00:00:00,Kampala Metro,0.3476,32.5825,231.5,6.06,50.025
2025-01-09 01:00:00,Kampala Metro,0.3476,32.5825,205.47,8.34,49.969
2025-01-09 02:00:00,Kampala Metro,0.3476,32.5825,198.03,6.9,50.019
2025-01-09 03:00:00,Kampala Metro,0.3476,32.5825,196.43,6.64,50.021
2025-01-09 04:00:00,Kampala Metro,0.3476,32.5825,205.99,7.88,49.999
2025-01-09 05:00:00,Kampala Metro,0.3476,32.5825,223.77,7.31,49.949
2025-01-09 06:00:00,Kampala Metro,0.3476,32.5825,267.73,8.39,49.942
2025-01-09 07:00:00,Kampala Metro,0.3476,32.5825,344.29,7.02,49.991
2025-01-09 08:00:00,Kampala Metro,0.3476,32.5825,370.88,8.71,49.095
2025-01-09 09:00:00,Kampala Metro,0.3476,32.5825,338.25,7.09,49.963
2025-01-09 10:00:00,Kampala Metro,0.3476,32.5825,309.23,8.37,50.01
2025-01-09 11:00:00,Kampala Metro,0.3476,32.5825,345.07,7.53,49.972
2025-01-09 12:00:00,Kampala Metro,0.3476,32.5825,314.62,6.62,49.958
2025-01-09 13:00:00,Kampala Metro,0.3476,32.5825,302.7,7.37,50.052
2025-01-09 14:00:00,Kampala Metro,0.3476,32.5825,285.93,7.55,50.013
2025-01-09 15:00:00,Kampala Metro,0.3476,32.5825,292.66,7.34,49.989
2025-01-09 16:00:00,Kampala Metro,0.3476,32.5825,312.23,6.66,49.965
2025-01-09 17:00:00,Kampala Metro,0.3476,32.5825,329.82,8.87,49.978
2025-01-09 18:00:00,Kampala Metro,0.3476,32.5825,354.13,7.68,49.984
2025-01-09 19:00:00,Kampala Metro,0.3476,32.5825,414.33,5.24,49.814
2025-01-09 20:00:00,Kampala Metro,0.3476,32.5825,388.93,7.64,49.966
2025-01-09 21:00:00,Kampala Metro,0.3476,32.5825,360.54,7.95,49.97
2025-01-09 22:00:00,Kampala Metro,0.3476,32.5825,306.01,5.44,49.978
2025-01-09 23:00:00,Kampala Metro,0.3476,32.5825,245.28,6.73,49.957
2025-01-10 00:00:00,Kampala Metro,0.3476,32.5825,227.82,8.39,49.951
2025-01-10 01:00:00,Kampala Metro,0.3476,32.5825,213.63,7.62,49.962
2025-01-10 02:00:00,Kampala Metro,0.3476,32.5825,193.22,7.62,49.985
2025-01-10 03:00:00,Kampala Metro,0.3476,32.5825,199.28,6.26,49.992
2025-01-10 04:00:00,Kampala Metro,0.3476,32.5825,210.16,6.61,50.012
2025-01-10 05:00:00,Kampala Metro,0.3476,32.5825,220.04,6.1,50.01
2025-01-10 06:00:00,Kampala Metro,0.3476,32.5825,264.2,5.57,50.016
2025-01-10 07:00:00,Kampala Metro,0.3476,32.5825,327.32,4.9,49.992
2025-01-10 08:00:00,Kampala Metro,0.3476,32.5825,390.03,9.54,50.016
2025-01-10 09:00:00,Kampala Metro,0.3476,32.5825,330.53,6.73,49.946
2025-01-10 10:00:00,Kampala Metro,0.3476,32.5825,327.17,7.74,50.015
2025-01-10 11:00:00,Kampala Metro,0.3476,32.5825,345.49,8.59,49.999
2025-01-10 12:00:00,Kampala Metro,0.3476,32.5825,307.27,7.61,50.024
2025-01-10 13:00:00,Kampala Metro,0.3476,32.5825,308.06,7.36,49.933
2025-01-10 14:00:00,Kampala Metro,0.3476,32.5825,297.85,7.82,50.023
2025-01-10 15:00:00,Kampala Metro,0.3476,32.5825,300.79,9.51,49.959
2025-01-10 16:00:00,Kampala Metro,0.3476,32.5825,314.03,7.52,50.028
2025-01-10 17:00:00,Kampala Metro,0.3476,32.5825,324.95,6.0,49.979
2025-01-10 18:00:00,Kampala Metro,0.3476,32.5825,367.19,6.36,50.01
2025-01-10 19:00:00,Kampala Metro,0.3476,32.5825,406.33,6.51,49.868
2025-01-10 20:00:00,Kampala Metro,0.3476,32.5825,379.76,7.26,50.025
2025-01-10 21:00:00,Kampala Metro,0.3476,32.5825,358.0,6.25,50.004
2025-01-10 22:00:00,Kampala Metro,0.3476,32.5825,318.84,6.86,50.039
2025-01-10 23:00:00,Kampala Metro,0.3476,32.5825,263.85,7.29,49.982
2025-01-11 00:00:00,Kampala Metro,0.3476,32.5825,210.55,8.46,49.974
2025-01-11 01:00:00,Kampala Metro,0.3476,32.5825,213.37,6.58,49.984
2025-01-11 02:00:00,Kampala Metro,0.3476,32.5825,199.87,8.07,50.016
2025-01-11 03:00:00,Kampala Metro,0.3476,32.5825,173.8,7.72,50.017
2025-01-11 04:00:00,Kampala Metro,0.3476,32.5825,187.47,8.17,49.968
2025-01-11 05:00:00,Kampala Metro,0.3476,32.5825,209.21,5.09,49.979
2025-01-11 06:00:00,Kampala Metro,0.3476,32.5825,248.27,5.68,50.007
2025-01-11 07:00:00,Kampala Metro,0.3476,32.5825,312.06,5.94,50.031
2025-01-11 08:00:00,Kampala Metro,0.3476,32.5825,329.14,8.82,49.982
2025-01-11 09:00:00,Kampala Metro,0.3476,32.5825,329.6,6.69,49.964
2025-01-11 10:00:00,Kampala Metro,0.3476,32.5825,286.25,6.3,50.025
2025-01-11 11:00:00,Kampala Metro,0.3476,32.5825,295.22,7.35,49.956
2025-01-11 12:00:00,Kampala Metro,0.3476,32.5825,286.44,9.54,50.013
2025-01-11 13:00:00,Kampala Metro,0.3476,32.5825,281.42,6.79,49.946
2025-01-11 14:00:00,Kampala Metro,0.3476,32.5825,280.02,6.81,49.997
2025-01-11 15:00:00,Kampala Metro,0.3476,32.5825,268.93,8.43,49.991
2025-01-11 16:00:00,Kampala Metro,0.3476,32.5825,274.22,7.71,49.98
2025-01-11 17:00:00,Kampala Metro,0.3476,32.5825,293.71,7.47,50.036
2025-01-11 18:00:00,Kampala Metro,0.3476,32.5825,339.15,7.0,49.998
2025-01-11 19:00:00,Kampala Metro,0.3476,32.5825,383.85,7.76,49.996
2025-01-11 20:00:00,Kampala Metro,0.3476,32.5825,352.0,4.78,49.994
2025-01-11 21:00:00,Kampala Metro,0.3476,32.5825,323.51,7.74,49.981
2025-01-11 22:00:00,Kampala Metro,0.3476,32.5825,317.53,6.21,50.046
2025-01-11 23:00:00,Kampala Metro,0.3476,32.5825,218.32,8.93,49.991
2025-01-12 00:00:00,Kampala Metro,0.3476,32.5825,200.68,8.54,50.046
2025-01-12 01:00:00,Kampala Metro,0.3476,32.5825,203.39,8.26,49.979
2025-01-12 02:00:00,Kampala Metro,0.3476,32.5825,202.22,9.47,50.0
2025-01-12 03:00:00,Kampala Metro,0.3476,32.5825,176.45,10.15,49.988
2025-01-12 04:00:00,Kampala Metro,0.3476,32.5825,177.02,7.49,49.98
2025-01-12 05:00:00,Kampala Metro,0.3476,32.5825,211.84,7.53,49.995
2025-01-12 06:00:00,Kampala Metro,0.3476,32.5825,245.12,8.21,50.042
2025-01-12 07:00:00,Kampala Metro,0.3476,32.5825,291.43,8.11,50.032
2025-01-12 08:00:00,Kampala Metro,0.3476,32.5825,313.37,5.11,50.001
2025-01-12 09:00:00,Kampala Metro,0.3476,32.5825,333.4,7.21,49.966
2025-01-12 10:00:00,Kampala Metro,0.3476,32.5825,301.14,6.58,50.008
2025-01-12 11:00:00,Kampala Metro,0.3476,32.5825,270.76,7.9,49.987
2025-01-12 12:00:00,Kampala Metro,0.3476,32.5825,282.02,7.93,49.976
2025-01-12 13:00:00,Kampala Metro,0.3476,32.5825,301.84,7.5,50.016
2025-01-12 14:00:00,Kampala Metro,0.3476,32.5825,276.04,6.78,49.968
2025-01-12 15:00:00,Kampala Metro,0.3476,32.5825,272.87,6.94,50.003
2025-01-12 16:00:00,Kampala Metro,0.3476,32.5825,305.34,9.32,50.011
2025-01-12 17:00:00,Kampala Metro,0.3476,32.5825,322.72,5.07,50.016
2025-01-12 18:00:00,Kampala Metro,0.3476,32.5825,331.46,10.53,49.968
2025-01-12 19:00:00,Kampala Metro,0.3476,32.5825,348.09,9.36,50.042
2025-01-12 20:00:00,Kampala Metro,0.3476,32.5825,367.8,7.32,50.007
2025-01-12 21:00:00,Kampala Metro,0.3476,32.5825,344.54,8.13,49.999
2025-01-12 22:00:00,Kampala Metro,0.3476,32.5825,304.35,7.38,49.966
2025-01-12 23:00:00,Kampala Metro,0.3476,32.5825,244.9,7.32,49.979
2025-01-13 00:00:00,Kampala Metro,0.3476,32.5825,215.21,7.06,49.99
2025-01-13 01:00:00,Kampala Metro,0.3476,32.5825,231.08,6.84,49.999
2025-01-13 02:00:00,Kampala Metro,0.3476,32.5825,209.62,8.22,50.008
2025-01-13 03:00:00,Kampala Metro,0.3476,32.5825,201.43,6.65,49.99
2025-01-13 04:00:00,Kampala Metro,0.3476,32.5825,199.74,7.57,50.035
2025-01-13 05:00:00,Kampala Metro,0.3476,32.5825,228.43,7.11,49.99
2025-01-13 06:00:00,Kampala Metro,0.3476,32.5825,259.53,9.47,50.004
2025-01-13 07:00:00,Kampala Metro,0.3476,32.5825,285.79,8.6,50.028
2025-01-13 08:00:00,Kampala Metro,0.3476,32.5825,359.39,6.77,49.986
2025-01-13 09:00:00,Kampala Metro,0.3476,32.5825,322.32,8.82,49.965
2025-01-13 10:00:00,Kampala Metro,0.3476,32.5825,323.51,7.91,49.989
2025-01-13 11:00:00,Kampala Metro,0.3476,32.5825,316.07,8.63,50.022
2025-01-13 12:00:00,Kampala Metro,0.3476,32.5825,295.91,8.47,50.001
2025-01-13 13:00:00,Kampala Metro,0.3476,32.5825,301.73,6.08,50.016
2025-01-13 14:00:00,Kampala Metro,0.3476,32.5825,306.84,8.09,49.966
2025-01-13 15:00:00,Kampala Metro,0.3476,32.5825,305.6,7.46,49.959
2025-01-13 16:00:00,Kampala Metro,0.3476,32.5825,305.89,9.46,50.014
2025-01-13 17:00:00,Kampala Metro,0.3476,32.5825,345.47,6.59,50.008
2025-01-13 18:00:00,Kampala Metro,0.3476,32.5825,384.68,8.24,49.975
2025-01-13 19:00:00,Kampala Metro,0.3476,32.5825,396.78,6.3,49.963
2025-01-13 20:00:00,Kampala Metro,0.3476,32.5825,393.98,9.69,49.995
2025-01-13 21:00:00,Kampala Metro,0.3476,32.5825,349.38,8.1,49.998
2025-01-13 22:00:00,Kampala Metro,0.3476,32.5825,307.06,7.0,49.969
2025-01-13 23:00:00,Kampala Metro,0.3476,32.5825,266.16,8.97,49.998
2025-01-14 00:00:00,Kampala Metro,0.3476,32.5825,228.36,9.32,49.963
2025-01-14 01:00:00,Kampala Metro,0.3476,32.5825,217.97,7.95,49.983
2025-01-14 02:00:00,Kampala Metro,0.3476,32.5825,200.23,7.35,49.966
2025-01-14 03:00:00,Kampala Metro,0.3476,32.5825,205.15,6.38,49.997
2025-01-14 04:00:00,Kampala Metro,0.3476,32.5825,212.89,6.54,49.983
2025-01-14 05:00:00,Kampala Metro,0.3476,32.5825,237.49,6.26,50.033
2025-01-14 06:00:00,Kampala Metro,0.3476,32.5825,269.11,8.68,50.007
2025-01-14 07:00:00,Kampala Metro,0.3476,32.5825,339.24,8.73,49.967
2025-01-14 08:00:00,Kampala Metro,0.3476,32.5825,364.87,6.44,50.022
2025-01-14 09:00:00,Kampala Metro,0.3476,32.5825,342.13,8.77,49.994
2025-01-14 10:00:00,Kampala Metro,0.3476,32.5825,329.8,7.23,50.018
