timestamp,demand_mw,demand_with_losses_mw,hydro_supply_mw,solar_supply_mw,thermal_supply_mw,total_supply_mw,unmet_demand_mw,frequency_hz
2025-01-03 11:00:00,688.67,768.9,955.9,16.66,0.0,972.57,0.0,50.027
2025-01-03 12:00:00,698.0,779.32,933.51,16.28,0.0,949.78,0.0,49.982
2025-01-03 13:00:00,700.5,782.1,927.32,15.67,0.0,942.99,0.0,50.015
2025-01-03 14:00:00,697.88,779.18,936.85,15.47,0.0,952.32,0.0,50.032
2025-01-03 15:00:00,637.47,711.74,937.81,9.72,0.0,947.53,0.0,49.948
2025-01-03 16:00:00,693.44,774.23,960.33,9.04,0.0,969.38,0.0,50.04
2025-01-03 17:00:00,728.86,813.77,960.03,3.74,0.0,963.77,0.0,49.996
2025-01-03 18:00:00,846.29,944.88,928.41,0.0,16.88,945.29,0.0,50.01
2025-01-03 19:00:00,877.5,979.73,910.31,0.0,49.81,960.12,19.61,49.852
2025-01-03 20:00:00,814.88,909.82,971.48,0.0,0.0,971.48,0.0,50.024
2025-01-03 21:00:00,810.73,905.19,948.98,0.0,0.0,948.98,0.0,49.996
2025-01-03 22:00:00,676.31,755.1,945.01,0.0,0.0,945.01,0.0,49.987
2025-01-03 23:00:00,573.3,640.09,960.19,0.0,0.0,960.19,0.0,49.989
2025-01-04 00:00:00,457.31,510.59,972.37,0.0,0.0,972.37,0.0,49.986
2025-01-04 01:00:00,438.28,489.34,913.58,0.0,0.0,913.58,0.0,50.032
2025-01-04 02:00:00,425.77,475.38,941.42,0.0,0.0,941.42,0.0,50.013
2025-01-04 03:00:00,403.15,450.12,942.82,0.0,0.0,942.82,0.0,50.005
2025-01-04 04:00:00,424.73,474.21,909.19,0.0,0.0,909.19,0.0,49.995
2025-01-04 05:00:00,474.13,529.36,918.68,0.0,0.0,918.68,0.0,50.018
2025-01-04 06:00:00,569.08,635.37,935.98,0.0,0.0,935.98,0.0,49.953
2025-01-04 07:00:00,658.61,735.34,952.4,3.72,0.0,956.11,0.0,50.047
2025-01-04 08:00:00,717.8,801.43,909.92,8.55,0.0,918.47,0.0,49.993
2025-01-04 09:00:00,731.94,817.21,957.72,11.18,0.0,968.9,0.0,49.976
2025-01-04 10:00:00,658.8,735.55,933.72,14.24,0.0,947.96,0.0,50.029
2025-01-04 11:00:00,666.16,743.77,941.42,16.82,0.0,958.24,0.0,50.028
2025-01-04 12:00:00,654.32,730.54,971.61,15.48,0.0,987.09,0.0,49.998
2025-01-04 13:00:00,629.83,703.21,937.18,16.64,0.0,953.82,0.0,50.033
2025-01-04 14:00:00,621.07,693.42,933.08,14.47,0.0,947.55,0.0,50.025
2025-01-04 15:00:00,637.23,711.47,952.49,11.39,0.0,963.87,0.0,50.009
2025-01-04 16:00:00,664.71,742.15,940.76,8.18,0.0,948.94,0.0,49.959
2025-01-04 17:00:00,689.81,770.17,932.58,4.35,0.0,936.92,0.0,50.003
2025-01-04 18:00:00,772.71,862.73,962.68,0.0,0.0,962.68,0.0,50.0
2025-01-04 19:00:00,831.93,928.85,936.97,0.0,0.0,936.97,0.0,49.994
2025-01-04 20:00:00,769.21,858.83,951.39,0.0,0.0,951.39,0.0,49.991
2025-01-04 21:00:00,735.19,820.84,954.1,0.0,0.0,954.1,0.0,50.019
2025-01-04 22:00:00,631.49,705.06,943.3,0.0,0.0,943.3,0.0,49.969
2025-01-04 23:00:00,538.88,601.66,932.85,0.0,0.0,932.85,0.0,50.03
2025-01-05 00:00:00,460.19,513.8,954.74,0.0,0.0,954.74,0.0,49.999
2025-01-05 01:00:00,427.96,477.82,951.28,0.0,0.0,951.28,0.0,49.979
2025-01-05 02:00:00,399.52,446.07,917.27,0.0,0.0,917.27,0.0,49.993
2025-01-05 03:00:00,393.84,439.72,941.93,0.0,0.0,941.93,0.0,50.005
2025-01-05 04:00:00,416.53,465.05,928.17,0.0,0.0,928.17,0.0,50.036
2025-01-05 05:00:00,466.53,520.88,915.45,0.0,0.0,915.45,0.0,50.018
2025-01-05 06:00:00,577.7,645.0,938.9,0.0,0.0,938.9,0.0,50.03
2025-01-05 07:00:00,682.82,762.37,928.18,4.22,0.0,932.4,0.0,49.998
2025-01-05 08:00:00,727.55,812.31,939.67,8.26,0.0,947.93,0.0,49.995
2025-01-05 09:00:00,719.27,803.06,977.16,11.47,0.0,988.63,0.0,50.046
2025-01-05 10:00:00,657.69,734.31,961.58,18.21,0.0,979.79,0.0,49.997
2025-01-05 11:00:00,643.64,718.62,945.0,15.55,0.0,960.56,0.0,49.986
2025-01-05 12:00:00,651.25,727.12,952.92,14.19,0.0,967.11,0.0,49.984
2025-01-05 13:00:00,641.82,716.6,921.45,14.32,0.0,935.77,0.0,50.007
2025-01-05 14:00:00,610.61,681.75,934.05,15.62,0.0,949.67,0.0,49.973
2025-01-05 15:00:00,623.89,696.58,938.33,13.31,0.0,951.64,0.0,50.005
2025-01-05 16:00:00,614.0,685.53,931.86,8.04,0.0,939.9,0.0,50.004
2025-01-05 17:00:00,688.87,769.12,984.32,4.85,0.0,989.17,0.0,50.015
2025-01-05 18:00:00,819.78,915.29,916.84,0.0,0.0,916.84,0.0,49.956
2025-01-05 19:00:00,814.83,909.75,925.8,0.0,0.0,925.8,0.0,49.95
2025-01-05 20:00:00,814.16,909.01,949.11,0.0,0.0,949.11,0.0,49.989
2025-01-05 21:00:00,730.95,816.1,912.01,0.0,0.0,912.01,0.0,49.997
2025-01-05 22:00:00,641.22,715.92,936.65,0.0,0.0,936.65,0.0,49.972
2025-01-05 23:00:00,534.04,596.26,965.9,0.0,0.0,965.9,0.0,49.966
2025-01-06 00:00:00,508.78,568.05,933.44,0.0,0.0,933.44,0.0,50.011
2025-01-06 01:00:00,475.09,530.43,941.34,0.0,0.0,941.34,0.0,49.992
2025-01-06 02:00:00,463.03,516.97,934.1,0.0,0.0,934.1,0.0,50.02
2025-01-06 03:00:00,431.1,481.33,934.78,0.0,0.0,934.78,0.0,49.966
2025-01-06 04:00:00,465.72,519.98,927.59,0.0,0.0,927.59,0.0,49.997
2025-01-06 05:00:00,524.82,585.96,982.86,0.0,0.0,982.86,0.0,50.042
2025-01-06 06:00:00,604.54,674.97,920.14,0.0,0.0,920.14,0.0,49.993
2025-01-06 07:00:00,717.22,800.77,937.87,4.44,0.0,942.31,0.0,49.985
2025-01-06 08:00:00,819.68,915.18,933.89,9.11,0.0,943.0,0.0,50.023
2025-01-06 09:00:00,769.26,858.88,920.97,12.71,0.0,933.68,0.0,50.03
2025-01-06 10:00:00,739.28,825.41,957.32,15.03,0.0,972.35,0.0,49.984
2025-01-06 11:00:00,672.5,750.85,947.3,15.51,0.0,962.81,0.0,49.986
2025-01-06 12:00:00,698.86,780.27,927.2,17.52,0.0,944.72,0.0,50.022
2025-01-06 13:00:00,652.95,729.02,947.37,16.33,0.0,963.7,0.0,50.008
2025-01-06 14:00:00,644.51,719.59,933.72,14.36,0.0,948.07,0.0,50.008
2025-01-06 15:00:00,683.25,762.85,942.34,14.6,0.0,956.94,0.0,50.006
2025-01-06 16:00:00,702.53,784.37,968.39,7.45,0.0,975.84,0.0,49.999
2025-01-06 17:00:00,735.35,821.02,931.96,4.74,0.0,936.7,0.0,50.025
2025-01-06 18:00:00,805.48,899.31,891.5,0.0,7.72,899.22,0.09,50.034
2025-01-06 19:00:00,815.67,910.7,925.43,0.0,0.0,925.43,0.0,49.974
2025-01-06 20:00:00,842.92,941.12,927.68,0.0,13.27,940.95,0.17,50.02
2025-01-06 21:00:00,840.84,938.8,982.28,0.0,0.0,982.28,0.0,49.999
2025-01-06 22:00:00,694.62,775.54,911.07,0.0,0.0,911.07,0.0,49.968
2025-01-06 23:00:00,573.3,640.09,943.47,0.0,0.0,943.47,0.0,49.977
2025-01-07 00:00:00,517.01,577.24,952.97,0.0,0.0,952.97,0.0,49.99
2025-01-07 01:00:00,465.72,519.98,936.34,0.0,0.0,936.34,0.0,50.026
2025-01-07 02:00:00,454.79,507.78,909.15,0.0,0.0,909.15,0.0,49.974
2025-01-07 03:00:00,441.67,493.13,966.31,0.0,0.0,966.31,0.0,49.955
2025-01-07 04:00:00,457.21,510.48,953.55,0.0,0.0,953.55,0.0,49.993
2025-01-07 05:00:00,521.17,581.89,985.56,0.0,0.0,985.56,0.0,49.988
2025-01-07 06:00:00,604.35,674.75,932.19,0.0,0.0,932.19,0.0,50.027
2025-01-07 07:00:00,734.62,820.2,942.03,3.85,0.0,945.88,0.0,50.006
2025-01-07 08:00:00,796.71,889.53,951.66,9.53,0.0,961.19,0.0,50.018
2025-01-07 09:00:00,792.82,885.18,951.72,10.55,0.0,962.27,0.0,49.99
2025-01-07 10:00:00,751.97,839.58,937.12,13.5,0.0,950.62,0.0,49.97
2025-01-07 11:00:00,687.83,767.96,973.23,16.96,0.0,990.19,0.0,50.033
2025-01-07 12:00:00,689.28,769.58,922.82,16.2,0.0,939.02,0.0,49.985
2025-01-07 13:00:00,710.25,793.0,965.99,14.43,0.0,980.42,0.0,50.016
2025-01-07 14:00:00,666.47,744.12,945.56,17.13,0.0,962.69,0.0,49.991
2025-01-07 15:00:00,684.06,763.75,941.57,11.06,0.0,952.63,0.0,50.016
2025-01-07 16:00:00,679.7,758.88,936.91,8.37,0.0,945.28,0.0,50.008
2025-01-07 17:00:00,776.23,866.66,935.68,4.33,0.0,940.01,0.0,50.003
2025-01-07 18:00:00,839.85,937.69,917.99,0.0,18.6,936.59,1.1,49.999
2025-01-07 19:00:00,886.84,990.16,923.35,0.0,48.59,971.94,18.22,49.812
2025-01-07 20:00:00,888.15,991.62,913.67,0.0,49.18,962.84,28.78,49.67
2025-01-07 21:00:00,785.87,877.42,956.05,0.0,0.0,956.05,0.0,50.007
2025-01-07 22:00:00,671.13,749.32,927.75,0.0,0.0,927.75,0.0,50.029
2025-01-07 23:00:00,575.04,642.03,969.95,0.0,0.0,969.95,0.0,49.999
2025-01-08 00:00:00,516.96,577.19,917.19,0.0,0.0,917.19,0.0,49.992
2025-01-08 01:00:00,465.77,520.03,916.94,0.0,0.0,916.94,0.0,50.007
2025-01-08 02:00:00,465.6,519.85,935.76,0.0,0.0,935.76,0.0,50.024
2025-01-08 03:00:00,434.74,485.38,972.21,0.0,0.0,972.21,0.0,49.993
2025-01-08 04:00:00,471.45,526.38,998.05,0.0,0.0,998.05,0.0,49.963
2025-01-08 05:00:00,480.58,536.57,956.23,0.0,0.0,956.23,0.0,50.004
2025-01-08 06:00:00,587.53,655.98,921.32,0.0,0.0,921.32,0.0,50.009
2025-01-08 07:00:00,692.23,772.88,912.39,4.06,0.0,916.45,0.0,50.004
2025-01-08 08:00:00,794.09,886.6,934.87,8.22,0.0,943.09,0.0,49.988
2025-01-08 09:00:00,780.39,871.3,951.06,11.08,0.0,962.14,0.0,50.008
2025-01-08 10:00:00,719.47,803.28,992.92,15.54,0.0,1008.47,0.0,49.994
2025-01-08 11:00:00,700.61,782.23,961.12,15.39,0.0,976.52,0.0,49.989
2025-01-08 12:00:00,702.27,784.09,945.84,15.78,0.0,961.63,0.0,49.993
2025-01-08 13:00:00,690.95,771.44,918.37,15.9,0.0,934.28,0.0,50.004
2025-01-08 14:00:00,652.93,729.0,926.05,15.89,0.0,941.94,0.0,50.007
2025-01-08 15:00:00,672.69,751.06,933.46,12.23,0.0,945.69,0.0,49.987
2025-01-08 16:00:00,698.84,780.25,945.75,8.43,0.0,954.18,0.0,50.005
2025-01-08 17:00:00,756.36,844.47,937.52,3.9,0.0,941.42,0.0,50.01
2025-01-08 18:00:00,848.93,947.83,952.75,0.0,0.0,952.75,0.0,50.014
2025-01-08 19:00:00,887.88,991.32,950.59,0.0,41.14,991.73,0.0,50.012
2025-01-08 20:00:00,898.4,1003.06,949.91,0.0,50.0,999.91,3.15,50.001
2025-01-08 21:00:00,791.48,883.69,934.02,0.0,0.0,934.02,0.0,50.017
2025-01-08 22:00:00,682.17,761.65,952.67,0.0,0.0,952.67,0.0,50.05
2025-01-08 23:00:00,570.73,637.22,941.72,0.0,0.0,941.72,0.0,50.026
2025-01-09 00:00:00,498.1,556.13,934.01,0.0,0.0,934.01,0.0,50.025
2025-01-09 01:00:00,469.76,524.49,779.11,0.0,0.0,779.11,0.0,49.969
2025-01-09 02:00:00,448.21,500.43,815.31,0.0,0.0,815.31,0.0,50.019
2025-01-09 03:00:00,439.99,491.25,791.65,0.0,0.0,791.65,0.0,50.021
2025-01-09 04:00:00,462.23,516.08,777.59,0.0,0.0,777.59,0.0,49.999
2025-01-09 05:00:00,511.95,571.59,791.19,0.0,0.0,791.19,0.0,49.949
2025-01-09 06:00:00,587.97,656.47,771.91,0.0,0.0,771.91,0.0,49.942
2025-01-09 07:00:00,739.13,825.24,800.81,4.64,19.6,825.05,0.19,49.991
2025-01-09 08:00:00,826.01,922.24,775.31,8.21,49.59,833.12,89.12,49.095
2025-01-09 09:00:00,772.66,862.67,960.38,12.6,0.0,972.98,0.0,49.963
2025-01-09 10:00:00,711.06,793.9,987.51,14.31,0.0,1001.82,0.0,50.01
2025-01-09 11:00:00,714.9,798.19,985.15,18.56,0.0,1003.72,0.0,49.972
2025-01-09 12:00:00,708.54,791.09,944.58,17.55,0.0,962.13,0.0,49.958
2025-01-09 13:00:00,662.71,739.91,960.64,16.77,0.0,977.4,0.0,50.052
2025-01-09 14:00:00,668.83,746.75,938.38,14.87,0.0,953.25,0.0,50.013
2025-01-09 15:00:00,665.48,743.01,936.51,13.69,0.0,950.2,0.0,49.989
2025-01-09 16:00:00,672.13,750.44,962.88,7.53,0.0,970.41,0.0,49.965
2025-01-09 17:00:00,752.86,840.57,973.92,5.05,0.0,978.97,0.0,49.978
2025-01-09 18:00:00,807.0,901.02,917.93,0.0,0.0,917.93,0.0,49.984
2025-01-09 19:00:00,910.99,1017.12,949.9,0.0,50.0,999.9,17.22,49.814
2025-01-09 20:00:00,881.77,984.5,931.87,0.0,50.0,981.87,2.63,49.966
2025-01-09 21:00:00,788.38,880.22,940.36,0.0,0.0,940.36,0.0,49.97
2025-01-09 22:00:00,693.85,774.68,911.99,0.0,0.0,911.99,0.0,49.978
2025-01-09 23:00:00,546.76,610.46,947.02,0.0,0.0,947.02,0.0,49.957
2025-01-10 00:00:00,496.62,554.48,928.2,0.0,0.0,928.2,0.0,49.951
2025-01-10 01:00:00,481.39,537.47,973.01,0.0,0.0,973.01,0.0,49.962
2025-01-10 02:00:00,446.21,498.19,965.35,0.0,0.0,965.35,0.0,49.985
2025-01-10 03:00:00,448.74,501.02,937.77,0.0,0.0,937.77,0.0,49.992
2025-01-10 04:00:00,481.39,537.48,910.06,0.0,0.0,910.06,0.0,50.012
2025-01-10 05:00:00,496.36,554.19,945.53,0.0,0.0,945.53,0.0,50.01
2025-01-10 06:00:00,587.02,655.41,916.33,0.0,0.0,916.33,0.0,50.016
2025-01-10 07:00:00,727.28,812.0,947.24,4.67,0.0,951.91,0.0,49.992
2025-01-10 08:00:00,843.87,942.18,952.7,8.32,0.0,961.02,0.0,50.016
2025-01-10 09:00:00,752.21,839.84,948.92,11.43,0.0,960.35,0.0,49.946
2025-01-10 10:00:00,727.52,812.28,955.95,14.67,0.0,970.63,0.0,50.015
2025-01-10 11:00:00,737.5,823.42,933.7,16.59,0.0,950.29,0.0,49.999
2025-01-10 12:00:00,676.26,755.04,952.64,16.43,0.0,969.07,0.0,50.024
2025-01-10 13:00:00,665.72,743.28,940.91,17.12,0.0,958.03,0.0,49.933
2025-01-10 14:00:00,663.02,740.26,943.08,13.6,0.0,956.68,0.0,50.023
2025-01-10 15:00:00,652.69,728.73,939.76,11.1,0.0,950.86,0.0,49.959
2025-01-10 16:00:00,701.72,783.47,957.54,8.75,0.0,966.29,0.0,50.028
2025-01-10 17:00:00,754.0,841.84,963.96,3.99,0.0,967.95,0.0,49.979
2025-01-10 18:00:00,800.47,893.73,928.63,0.0,0.0,928.63,0.0,50.01
2025-01-10 19:00:00,893.09,997.14,935.89,0.0,48.29,984.18,12.96,49.868
2025-01-10 20:00:00,842.93,941.13,945.88,0.0,0.0,945.88,0.0,50.025
2025-01-10 21:00:00,818.84,914.24,963.31,0.0,0.0,963.31,0.0,50.004
2025-01-10 22:00:00,676.96,755.83,977.07,0.0,0.0,977.07,0.0,50.039
2025-01-10 23:00:00,572.68,639.4,954.36,0.0,0.0,954.36,0.0,49.982
2025-01-11 00:00:00,476.96,532.53,966.41,0.0,0.0,966.41,0.0,49.974
2025-01-11 01:00:00,454.76,507.74,957.36,0.0,0.0,957.36,0.0,49.984
2025-01-11 02:00:00,426.64,476.34,938.67,0.0,0.0,938.67,0.0,50.016
2025-01-11 03:00:00,388.59,433.86,924.88,0.0,0.0,924.88,0.0,50.017
2025-01-11 04:00:00,427.59,477.4,949.74,0.0,0.0,949.74,0.0,49.968
2025-01-11 05:00:00,458.43,511.83,978.13,0.0,0.0,978.13,0.0,49.979
2025-01-11 06:00:00,554.98,619.63,977.71,0.0,0.0,977.71,0.0,50.007
2025-01-11 07:00:00,641.64,716.39,940.69,5.04,0.0,945.74,0.0,50.031
2025-01-11 08:00:00,754.79,842.72,957.84,8.49,0.0,966.34,0.0,49.982
2025-01-11 09:00:00,699.61,781.11,952.51,12.92,0.0,965.43,0.0,49.964
2025-01-11 10:00:00,643.99,719.01,944.27,14.39,0.0,958.66,0.0,50.025
2025-01-11 11:00:00,660.68,737.65,912.49,16.18,0.0,928.67,0.0,49.956
2025-01-11 12:00:00,653.02,729.09,931.01,16.96,0.0,947.97,0.0,50.013
2025-01-11 13:00:00,623.15,695.75,980.75,17.87,0.0,998.63,0.0,49.946
2025-01-11 14:00:00,639.01,713.46,951.52,15.09,0.0,966.61,0.0,49.997
2025-01-11 15:00:00,601.82,671.94,912.1,11.0,0.0,923.1,0.0,49.991
2025-01-11 16:00:00,633.38,707.16,956.79,9.6,0.0,966.39,0.0,49.98
2025-01-11 17:00:00,694.3,775.19,918.39,4.3,0.0,922.69,0.0,50.036
2025-01-11 18:00:00,758.86,847.27,926.43,0.0,0.0,926.43,0.0,49.998
2025-01-11 19:00:00,820.93,916.56,969.56,0.0,0.0,969.56,0.0,49.996
2025-01-11 20:00:00,776.53,867.0,959.32,0.0,0.0,959.32,0.0,49.994
2025-01-11 21:00:00,722.72,806.91,939.9,0.0,0.0,939.9,0.0,49.981
2025-01-11 22:00:00,654.43,730.67,937.34,0.0,0.0,937.34,0.0,50.046
2025-01-11 23:00:00,521.57,582.34,905.99,0.0,0.0,905.99,0.0,49.991
2025-01-12 00:00:00,442.3,493.83,949.62,0.0,0.0,949.62,0.0,50.046
2025-01-12 01:00:00,464.33,518.42,940.07,0.0,0.0,940.07,0.0,49.979
2025-01-12 02:00:00,448.9,501.2,985.66,0.0,0.0,985.66,0.0,50.0
2025-01-12 03:00:00,401.66,448.46,933.0,0.0,0.0,933.0,0.0,49.988
2025-01-12 04:00:00,401.57,448.35,945.75,0.0,0.0,945.75,0.0,49.98
2025-01-12 05:00:00,467.04,521.45,946.2,0.0,0.0,946.2,0.0,49.995
2025-01-12 06:00:00,547.9,611.73,942.66,0.0,0.0,942.66,0.0,50.042
2025-01-12 07:00:00,662.31,739.47,968.95,4.22,0.0,973.18,0.0,50.032
2025-01-12 08:00:00,725.84,810.4,942.8,8.63,0.0,951.44,0.0,50.001
2025-01-12 09:00:00,724.51,808.91,953.67,10.71,0.0,964.39,0.0,49.966
2025-01-12 10:00:00,674.19,752.74,965.05,15.0,0.0,980.04,0.0,50.008
2025-01-12 11:00:00,624.98,697.79,934.16,14.39,0.0,948.56,0.0,49.987
2025-01-12 12:00:00,660.59,737.54,973.59,15.6,0.0,989.19,0.0,49.976
2025-01-12 13:00:00,665.49,743.02,904.01,13.77,0.0,917.78,0.0,50.016
2025-01-12 14:00:00,619.43,691.59,989.08,14.52,0.0,1003.59,0.0,49.968
2025-01-12 15:00:00,603.53,673.84,941.98,13.57,0.0,955.54,0.0,50.003
2025-01-12 16:00:00,630.76,704.24,933.29,8.42,0.0,941.71,0.0,50.011
2025-01-12 17:00:00,700.42,782.02,956.35,4.63,0.0,960.98,0.0,50.016
2025-01-12 18:00:00,737.61,823.54,947.1,0.0,0.0,947.1,0.0,49.968
2025-01-12 19:00:00,814.88,909.82,922.33,0.0,0.0,922.33,0.0,50.042
2025-01-12 20:00:00,779.52,870.33,876.74,0.0,0.0,876.74,0.0,50.007
2025-01-12 21:00:00,764.13,853.15,937.03,0.0,0.0,937.03,0.0,49.999
2025-01-12 22:00:00,630.25,703.67,929.32,0.0,0.0,929.32,0.0,49.966
2025-01-12 23:00:00,557.95,622.96,965.5,0.0,0.0,965.5,0.0,49.979
2025-01-13 00:00:00,497.62,555.59,976.07,0.0,0.0,976.07,0.0,49.99
2025-01-13 01:00:00,492.39,549.76,949.44,0.0,0.0,949.44,0.0,49.999
2025-01-13 02:00:00,462.46,516.34,931.47,0.0,0.0,931.47,0.0,50.008
2025-01-13 03:00:00,431.57,481.85,941.92,0.0,0.0,941.92,0.0,49.99
2025-01-13 04:00:00,460.83,514.52,949.14,0.0,0.0,949.14,0.0,50.035
2025-01-13 05:00:00,527.25,588.68,990.66,0.0,0.0,990.66,0.0,49.99
2025-01-13 06:00:00,595.11,664.44,958.1,0.0,0.0,958.1,0.0,50.004
2025-01-13 07:00:00,692.89,773.61,905.78,4.8,0.0,910.58,0.0,50.028
2025-01-13 08:00:00,811.37,905.89,960.44,10.34,0.0,970.78,0.0,49.986
2025-01-13 09:00:00,758.91,847.33,971.53,11.57,0.0,983.1,0.0,49.965
2025-01-13 10:00:00,717.3,800.87,934.98,14.23,0.0,949.22,0.0,49.989
2025-01-13 11:00:00,704.41,786.47,932.89,17.19,0.0,950.08,0.0,50.022
2025-01-13 12:00:00,675.75,754.47,941.41,16.07,0.0,957.48,0.0,50.001
2025-01-13 13:00:00,660.4,737.34,954.09,16.24,0.0,970.33,0.0,50.016
2025-01-13 14:00:00,678.64,757.7,927.74,14.23,0.0,941.97,0.0,49.966
2025-01-13 15:00:00,653.08,729.17,929.64,9.5,0.0,939.14,0.0,49.959
2025-01-13 16:00:00,644.07,719.11,968.94,8.58,0.0,977.52,0.0,50.014
2025-01-13 17:00:00,764.68,853.76,918.91,4.34,0.0,923.25,0.0,50.008
2025-01-13 18:00:00,843.9,942.21,935.3,0.0,6.75,942.06,0.16,49.975
